TXN_ID,DATE,CITY,PRODUCT,QUANTITY,UNIT_PRICE,STORE_ADDRESS,REVENUE,YEAR,MONTH,MONTH_NUM,QUARTER,DAY,WEEK,CITY_CODE
J-00853,2024-01-02,London,Gaming Laptop,5.0,1376.99,"88 Regent Ave, SW1A 2AA",6884.95,2024,January,1,Q1,2,1,3
J-00854,2024-08-31,London,Smart TV,2.0,940.81,"88 Regent Ave, SW1A 2AA",1881.62,2024,August,8,Q3,31,35,3
J-00855,2024-01-24,Dubai,Wireless Earbuds,3.0,389.19,"Dubai Mall, Level 2, S12",1167.57,2024,January,1,Q1,24,4,1
J-00856,2024-06-03,Berlin,4K Camera,4.0,1952.38,"Alexanderplatz 5, 10178",7809.52,2024,June,6,Q2,3,23,0
J-00859,2024-08-26,Tokyo,Tablet Pro,5.0,2107.36,"3-5 Shinjuku, Shinjuku-ku",10536.8,2024,August,8,Q3,26,35,6
J-00860,2024-02-08,London,Gaming Laptop,6.0,57.59,"88 Regent Ave, SW1A 2AA",345.54,2024,February,2,Q1,8,6,3
J-00861,2024-04-10,Sydney,Tablet Pro,1.0,1708.35,"88 George St, NSW 2000",1708.35,2024,April,4,Q2,10,15,5
J-00863,2024-11-17,Berlin,Tablet Pro,4.0,2055.02,"Alexanderplatz 5, 10178",8220.08,2024,November,11,Q4,17,46,0
J-00864,2024-02-16,London,Wireless Earbuds,4.0,685.86,"88 Regent Ave, SW1A 2AA",2743.44,2024,February,2,Q1,16,7,3
J-00866,2024-12-10,London,Gaming Console,4.0,1861.64,"12 Oxford St, W1D 1AB",7446.56,2024,December,12,Q4,10,50,3
J-00869,2024-08-20,Dubai,Smart TV,2.0,1992.91,"Dubai Mall, Level 2, S12",3985.82,2024,August,8,Q3,20,34,1
J-00870,2024-03-24,Tokyo,Wireless Earbuds,1.0,2170.48,"3-5 Shinjuku, Shinjuku-ku",2170.48,2024,March,3,Q1,24,12,6
J-00871,2024-11-20,Berlin,Tablet Pro,7.0,873.19,"Alexanderplatz 5, 10178",6112.33,2024,November,11,Q4,20,47,0
J-00872,2024-03-22,New York,Gaming Laptop,6.0,1140.51,"350 5th Ave, NY 10118",6843.06,2024,March,3,Q1,22,12,4
J-00874,2024-08-21,Kathmandu,Wireless Earbuds,6.0,499.86,"New Road, Kathmandu 44600",2999.16,2024,August,8,Q3,21,34,2
J-00875,2024-01-04,Tokyo,Wireless Earbuds,6.0,1331.96,"1-1 Akihabara, Chiyoda",7991.76,2024,January,1,Q1,4,1,6
J-00879,2024-12-12,Tokyo,Smart TV,1.0,2039.14,"3-5 Shinjuku, Shinjuku-ku",2039.14,2024,December,12,Q4,12,50,6
J-00881,2024-06-15,Sydney,Smart Watch,2.0,281.09,"88 George St, NSW 2000",562.18,2024,June,6,Q2,15,24,5
J-00882,2024-03-18,Kathmandu,Smart TV,6.0,1130.6,"New Road, Kathmandu 44600",6783.6,2024,March,3,Q1,18,12,2
J-00885,2024-07-10,Tokyo,Smart TV,5.0,86.23,"3-5 Shinjuku, Shinjuku-ku",431.15,2024,July,7,Q3,10,28,6
J-00887,2024-02-26,Tokyo,Smart TV,4.0,198.95,"3-5 Shinjuku, Shinjuku-ku",795.8,2024,February,2,Q1,26,9,6
J-00888,2024-06-10,Dubai,Wireless Earbuds,3.0,2402.88,"Dubai Mall, Level 2, S12",7208.64,2024,June,6,Q2,10,24,1
J-00893,2024-04-03,New York,Gaming Console,7.0,1346.07,"350 5th Ave, NY 10118",9422.49,2024,April,4,Q2,3,14,4
J-00895,2024-04-05,Berlin,Tablet Pro,6.0,416.96,"Kurfurstendamm 22, 10719",2501.76,2024,April,4,Q2,5,14,0
J-00896,2024-10-17,Berlin,Gaming Console,7.0,2135.24,"Kurfurstendamm 22, 10719",14946.68,2024,October,10,Q4,17,42,0
J-00899,2024-04-26,New York,Tablet Pro,1.0,1050.16,"350 5th Ave, NY 10118",1050.16,2024,April,4,Q2,26,17,4
J-00904,2024-11-26,Dubai,Smart Watch,5.0,379.03,"Dubai Mall, Level 2, S12",1895.15,2024,November,11,Q4,26,48,1
J-00906,2024-10-13,New York,Wireless Earbuds,4.0,1325.69,"200 Broadway, NY 10007",5302.76,2024,October,10,Q4,13,41,4
J-00907,2024-05-07,New York,Wireless Earbuds,7.0,2028.94,"350 5th Ave, NY 10118",14202.58,2024,May,5,Q2,7,19,4
J-00908,2024-01-10,London,Smart TV,3.0,1325.77,"12 Oxford St, W1D 1AB",3977.31,2024,January,1,Q1,10,2,3
J-00915,2024-06-03,Sydney,Smart TV,4.0,481.44,"88 George St, NSW 2000",1925.76,2024,June,6,Q2,3,23,5
J-00916,2024-10-13,Sydney,Smart Watch,7.0,768.94,"City Centre, Pitt St Mall",5382.58,2024,October,10,Q4,13,41,5
J-00917,2024-07-05,Dubai,4K Camera,2.0,2018.71,"Mall of Emirates, B1-45",4037.42,2024,July,7,Q3,5,27,1
J-00920,2024-02-05,Sydney,Tablet Pro,1.0,151.47,"City Centre, Pitt St Mall",151.47,2024,February,2,Q1,5,6,5
J-00921,2024-10-25,Sydney,Gaming Console,4.0,865.71,"88 George St, NSW 2000",3462.84,2024,October,10,Q4,25,43,5
J-00922,2024-08-06,Kathmandu,Gaming Laptop,6.0,788.96,"Durbar Marg, KTM 44601",4733.76,2024,August,8,Q3,6,32,2
J-00923,2024-05-14,Sydney,Smart TV,6.0,1839.95,"City Centre, Pitt St Mall",11039.7,2024,May,5,Q2,14,20,5
J-00924,2024-09-17,Dubai,Smart Watch,7.0,441.58,"Dubai Mall, Level 2, S12",3091.06,2024,September,9,Q3,17,38,1
J-00925,2024-05-16,Dubai,Wireless Earbuds,7.0,797.53,"Dubai Mall, Level 2, S12",5582.71,2024,May,5,Q2,16,20,1
J-00926,2024-06-19,Kathmandu,4K Camera,4.0,1665.12,"Durbar Marg, KTM 44601",6660.48,2024,June,6,Q2,19,25,2
J-00928,2024-02-26,New York,Smart Watch,4.0,389.42,"200 Broadway, NY 10007",1557.68,2024,February,2,Q1,26,9,4
J-00929,2024-11-26,Kathmandu,Gaming Laptop,7.0,815.15,"New Road, Kathmandu 44600",5706.05,2024,November,11,Q4,26,48,2
J-00930,2024-09-01,Tokyo,4K Camera,3.0,1235.07,"1-1 Akihabara, Chiyoda",3705.21,2024,September,9,Q3,1,35,6
J-00932,2024-08-15,Tokyo,4K Camera,4.0,164.45,"3-5 Shinjuku, Shinjuku-ku",657.8,2024,August,8,Q3,15,33,6
J-00933,2024-07-25,Dubai,Tablet Pro,7.0,1127.91,"Mall of Emirates, B1-45",7895.37,2024,July,7,Q3,25,30,1
J-00937,2024-05-04,Berlin,Wireless Earbuds,1.0,983.43,"Kurfurstendamm 22, 10719",983.43,2024,May,5,Q2,4,18,0
J-00938,2024-04-29,Kathmandu,Smart Watch,1.0,240.61,"New Road, Kathmandu 44600",240.61,2024,April,4,Q2,29,18,2
J-00939,2024-09-10,London,Gaming Laptop,7.0,997.57,"88 Regent Ave, SW1A 2AA",6982.99,2024,September,9,Q3,10,37,3
J-00941,2024-07-15,Berlin,4K Camera,7.0,2395.89,"Kurfurstendamm 22, 10719",16771.23,2024,July,7,Q3,15,29,0
J-00944,2024-07-21,Tokyo,Wireless Earbuds,2.0,1089.15,"3-5 Shinjuku, Shinjuku-ku",2178.3,2024,July,7,Q3,21,29,6
J-00947,2024-03-24,Kathmandu,Tablet Pro,6.0,1748.61,"Durbar Marg, KTM 44601",10491.66,2024,March,3,Q1,24,12,2
J-00950,2024-08-12,Tokyo,Smart Watch,7.0,1835.23,"3-5 Shinjuku, Shinjuku-ku",12846.61,2024,August,8,Q3,12,33,6
J-00954,2024-10-31,Sydney,4K Camera,4.0,1299.32,"88 George St, NSW 2000",5197.28,2024,October,10,Q4,31,44,5
J-00956,2024-10-01,Kathmandu,Wireless Earbuds,1.0,2157.77,"Durbar Marg, KTM 44601",2157.77,2024,October,10,Q4,1,40,2
J-00959,2024-05-01,Sydney,Gaming Laptop,1.0,1720.16,"City Centre, Pitt St Mall",1720.16,2024,May,5,Q2,1,18,5
J-00960,2024-09-28,London,Smart Watch,5.0,1889.53,"12 Oxford St, W1D 1AB",9447.65,2024,September,9,Q3,28,39,3
J-00961,2024-03-06,New York,Gaming Laptop,7.0,1342.28,"350 5th Ave, NY 10118",9395.96,2024,March,3,Q1,6,10,4
J-00963,2024-03-08,Dubai,Smart TV,4.0,1197.58,"Dubai Mall, Level 2, S12",4790.32,2024,March,3,Q1,8,10,1
J-00965,2024-06-08,London,Tablet Pro,1.0,964.99,"88 Regent Ave, SW1A 2AA",964.99,2024,June,6,Q2,8,23,3
J-00966,2024-04-19,Kathmandu,Gaming Laptop,3.0,2314.52,"Durbar Marg, KTM 44601",6943.56,2024,April,4,Q2,19,16,2
J-00967,2024-07-01,London,Tablet Pro,2.0,1830.49,"88 Regent Ave, SW1A 2AA",3660.98,2024,July,7,Q3,1,27,3
J-00975,2024-03-27,Tokyo,Tablet Pro,7.0,877.11,"1-1 Akihabara, Chiyoda",6139.77,2024,March,3,Q1,27,13,6
J-00978,2024-01-25,New York,4K Camera,1.0,300.61,"200 Broadway, NY 10007",300.61,2024,January,1,Q1,25,4,4
J-00980,2024-06-29,Tokyo,Gaming Console,1.0,1099.86,"1-1 Akihabara, Chiyoda",1099.86,2024,June,6,Q2,29,26,6
J-00982,2024-03-23,Kathmandu,Smart TV,3.0,964.4,"New Road, Kathmandu 44600",2893.2,2024,March,3,Q1,23,12,2
J-00983,2024-02-20,New York,4K Camera,4.0,1381.19,"200 Broadway, NY 10007",5524.76,2024,February,2,Q1,20,8,4
J-00985,2024-08-14,New York,Wireless Earbuds,1.0,1872.52,"350 5th Ave, NY 10118",1872.52,2024,August,8,Q3,14,33,4
J-00988,2024-07-13,Tokyo,Wireless Earbuds,2.0,1997.39,"3-5 Shinjuku, Shinjuku-ku",3994.78,2024,July,7,Q3,13,28,6
J-00990,2024-05-30,Kathmandu,Smart Watch,4.0,656.22,"Durbar Marg, KTM 44601",2624.88,2024,May,5,Q2,30,22,2
J-00991,2024-04-14,London,Smart Watch,1.0,2315.59,"88 Regent Ave, SW1A 2AA",2315.59,2024,April,4,Q2,14,15,3
J-00992,2024-04-26,Sydney,Tablet Pro,3.0,166.1,"88 George St, NSW 2000",498.3,2024,April,4,Q2,26,17,5
J-00994,2024-01-08,New York,Smart Watch,4.0,1969.3,"200 Broadway, NY 10007",7877.2,2024,January,1,Q1,8,2,4
J-00995,2024-03-26,Berlin,Wireless Earbuds,4.0,487.13,"Kurfurstendamm 22, 10719",1948.52,2024,March,3,Q1,26,13,0
J-00997,2024-07-21,New York,Wireless Earbuds,2.0,2288.45,"200 Broadway, NY 10007",4576.9,2024,July,7,Q3,21,29,4
J-01000,2024-08-17,London,4K Camera,2.0,1799.41,"88 Regent Ave, SW1A 2AA",3598.82,2024,August,8,Q3,17,33,3
J-01002,2024-08-05,Dubai,Wireless Earbuds,3.0,1809.06,"Mall of Emirates, B1-45",5427.18,2024,August,8,Q3,5,32,1
J-01006,2024-11-23,Dubai,4K Camera,2.0,1840.41,"Mall of Emirates, B1-45",3680.82,2024,November,11,Q4,23,47,1
J-01008,2024-09-05,Sydney,4K Camera,4.0,2300.34,"City Centre, Pitt St Mall",9201.36,2024,September,9,Q3,5,36,5
J-01009,2024-09-24,Kathmandu,4K Camera,4.0,1364.87,"Durbar Marg, KTM 44601",5459.48,2024,September,9,Q3,24,39,2
J-01010,2024-02-12,Berlin,Smart Watch,2.0,682.81,"Kurfurstendamm 22, 10719",1365.62,2024,February,2,Q1,12,7,0
J-01011,2024-08-13,Sydney,Wireless Earbuds,6.0,2310.52,"88 George St, NSW 2000",13863.12,2024,August,8,Q3,13,33,5
J-01013,2024-11-11,Sydney,Gaming Laptop,5.0,2152.51,"88 George St, NSW 2000",10762.55,2024,November,11,Q4,11,46,5
J-01015,2024-09-25,Sydney,Smart TV,2.0,2497.65,"City Centre, Pitt St Mall",4995.3,2024,September,9,Q3,25,39,5
J-01017,2024-10-03,London,Wireless Earbuds,5.0,1240.64,"12 Oxford St, W1D 1AB",6203.2,2024,October,10,Q4,3,40,3
J-01018,2024-11-19,Dubai,Gaming Console,7.0,2004.29,"Dubai Mall, Level 2, S12",14030.03,2024,November,11,Q4,19,47,1
J-01019,2024-04-10,Dubai,Gaming Laptop,1.0,1941.0,"Mall of Emirates, B1-45",1941.0,2024,April,4,Q2,10,15,1
J-01020,2024-12-14,London,Smart Watch,4.0,51.71,"12 Oxford St, W1D 1AB",206.84,2024,December,12,Q4,14,50,3
J-01021,2024-03-03,Berlin,Tablet Pro,2.0,779.49,"Kurfurstendamm 22, 10719",1558.98,2024,March,3,Q1,3,9,0
J-01023,2024-03-30,Tokyo,4K Camera,6.0,445.95,"3-5 Shinjuku, Shinjuku-ku",2675.7,2024,March,3,Q1,30,13,6
J-01024,2024-03-03,Dubai,Smart TV,2.0,121.26,"Mall of Emirates, B1-45",242.52,2024,March,3,Q1,3,9,1
J-01026,2024-02-19,Tokyo,4K Camera,1.0,475.15,"1-1 Akihabara, Chiyoda",475.15,2024,February,2,Q1,19,8,6
J-01027,2024-01-29,London,Smart TV,4.0,379.74,"88 Regent Ave, SW1A 2AA",1518.96,2024,January,1,Q1,29,5,3
J-01030,2024-08-10,New York,Smart Watch,4.0,1502.55,"200 Broadway, NY 10007",6010.2,2024,August,8,Q3,10,32,4
J-01031,2024-08-10,New York,Smart TV,7.0,1979.32,"350 5th Ave, NY 10118",13855.24,2024,August,8,Q3,10,32,4
J-01032,2024-04-19,Dubai,4K Camera,4.0,1156.37,"Dubai Mall, Level 2, S12",4625.48,2024,April,4,Q2,19,16,1
J-01033,2024-09-17,Kathmandu,Wireless Earbuds,3.0,1710.64,"New Road, Kathmandu 44600",5131.92,2024,September,9,Q3,17,38,2
J-01039,2024-01-03,Berlin,Wireless Earbuds,7.0,2037.56,"Alexanderplatz 5, 10178",14262.92,2024,January,1,Q1,3,1,0
J-01042,2024-02-21,London,Tablet Pro,3.0,510.74,"12 Oxford St, W1D 1AB",1532.22,2024,February,2,Q1,21,8,3
J-01043,2024-12-12,Sydney,Wireless Earbuds,5.0,1242.38,"City Centre, Pitt St Mall",6211.9,2024,December,12,Q4,12,50,5
J-01044,2024-06-07,New York,Wireless Earbuds,4.0,776.27,"200 Broadway, NY 10007",3105.08,2024,June,6,Q2,7,23,4
J-01046,2024-03-25,Dubai,Smart TV,1.0,2099.41,"Dubai Mall, Level 2, S12",2099.41,2024,March,3,Q1,25,13,1
J-01047,2024-08-30,London,Gaming Laptop,2.0,1468.54,"12 Oxford St, W1D 1AB",2937.08,2024,August,8,Q3,30,35,3
J-01049,2024-11-27,Berlin,Smart Watch,7.0,758.05,"Kurfurstendamm 22, 10719",5306.35,2024,November,11,Q4,27,48,0
J-01050,2024-10-10,Sydney,Tablet Pro,4.0,151.17,"88 George St, NSW 2000",604.68,2024,October,10,Q4,10,41,5
J-01051,2024-06-13,Berlin,Wireless Earbuds,6.0,1500.84,"Alexanderplatz 5, 10178",9005.04,2024,June,6,Q2,13,24,0
J-01053,2024-10-06,Sydney,Smart TV,3.0,1003.81,"City Centre, Pitt St Mall",3011.43,2024,October,10,Q4,6,40,5
J-01055,2024-04-21,Dubai,Wireless Earbuds,2.0,633.54,"Dubai Mall, Level 2, S12",1267.08,2024,April,4,Q2,21,16,1
J-01056,2024-07-11,Berlin,Gaming Console,4.0,786.04,"Kurfurstendamm 22, 10719",3144.16,2024,July,7,Q3,11,28,0
J-01057,2024-08-20,Dubai,Tablet Pro,1.0,1949.28,"Dubai Mall, Level 2, S12",1949.28,2024,August,8,Q3,20,34,1
J-01059,2024-01-10,New York,Gaming Laptop,1.0,2303.26,"350 5th Ave, NY 10118",2303.26,2024,January,1,Q1,10,2,4
J-01061,2024-09-07,Kathmandu,4K Camera,5.0,1345.9,"Durbar Marg, KTM 44601",6729.5,2024,September,9,Q3,7,36,2
J-01062,2024-09-06,Tokyo,4K Camera,7.0,385.43,"3-5 Shinjuku, Shinjuku-ku",2698.01,2024,September,9,Q3,6,36,6
J-01065,2024-01-22,New York,4K Camera,7.0,1683.55,"200 Broadway, NY 10007",11784.85,2024,January,1,Q1,22,4,4
J-01068,2024-07-01,New York,Tablet Pro,1.0,1454.97,"350 5th Ave, NY 10118",1454.97,2024,July,7,Q3,1,27,4
J-01069,2024-06-20,London,Gaming Console,3.0,849.89,"88 Regent Ave, SW1A 2AA",2549.67,2024,June,6,Q2,20,25,3
J-01070,2024-05-13,Berlin,Smart TV,2.0,1176.37,"Kurfurstendamm 22, 10719",2352.74,2024,May,5,Q2,13,20,0
J-01071,2024-10-18,Kathmandu,Smart TV,7.0,1336.41,"Durbar Marg, KTM 44601",9354.87,2024,October,10,Q4,18,42,2
J-01072,2024-08-20,Tokyo,Gaming Console,3.0,80.73,"1-1 Akihabara, Chiyoda",242.19,2024,August,8,Q3,20,34,6
J-01074,2024-01-24,Kathmandu,Smart Watch,1.0,2339.37,"New Road, Kathmandu 44600",2339.37,2024,January,1,Q1,24,4,2
J-01075,2024-05-27,Berlin,4K Camera,7.0,1457.89,"Alexanderplatz 5, 10178",10205.23,2024,May,5,Q2,27,22,0
J-01077,2024-02-28,New York,Gaming Console,5.0,507.13,"200 Broadway, NY 10007",2535.65,2024,February,2,Q1,28,9,4
J-01079,2024-06-09,Dubai,Wireless Earbuds,2.0,1892.92,"Mall of Emirates, B1-45",3785.84,2024,June,6,Q2,9,23,1
J-01080,2024-12-24,Sydney,Tablet Pro,5.0,879.4,"88 George St, NSW 2000",4397.0,2024,December,12,Q4,24,52,5
J-01081,2024-08-14,New York,Wireless Earbuds,2.0,1455.77,"200 Broadway, NY 10007",2911.54,2024,August,8,Q3,14,33,4
J-01082,2024-07-17,Sydney,Tablet Pro,2.0,861.78,"88 George St, NSW 2000",1723.56,2024,July,7,Q3,17,29,5
J-01083,2024-12-21,London,Tablet Pro,1.0,1515.51,"12 Oxford St, W1D 1AB",1515.51,2024,December,12,Q4,21,51,3
J-01085,2024-12-26,Tokyo,Smart Watch,4.0,2440.91,"1-1 Akihabara, Chiyoda",9763.64,2024,December,12,Q4,26,52,6
J-01088,2024-06-21,Dubai,Wireless Earbuds,5.0,1942.28,"Dubai Mall, Level 2, S12",9711.4,2024,June,6,Q2,21,25,1
J-01090,2024-09-15,New York,Smart TV,3.0,193.66,"350 5th Ave, NY 10118",580.98,2024,September,9,Q3,15,37,4
J-01092,2024-04-23,Sydney,Wireless Earbuds,4.0,216.91,"88 George St, NSW 2000",867.64,2024,April,4,Q2,23,17,5
J-01093,2024-12-03,Berlin,Smart TV,3.0,92.14,"Alexanderplatz 5, 10178",276.42,2024,December,12,Q4,3,49,0
J-01095,2024-05-14,Berlin,Wireless Earbuds,2.0,2293.34,"Kurfurstendamm 22, 10719",4586.68,2024,May,5,Q2,14,20,0
J-01096,2024-03-09,Sydney,Wireless Earbuds,3.0,574.2,"City Centre, Pitt St Mall",1722.6,2024,March,3,Q1,9,10,5
J-01097,2024-11-09,London,Wireless Earbuds,1.0,1103.84,"88 Regent Ave, SW1A 2AA",1103.84,2024,November,11,Q4,9,45,3
J-01098,2024-01-17,Kathmandu,Tablet Pro,6.0,722.4,"New Road, Kathmandu 44600",4334.4,2024,January,1,Q1,17,3,2
J-01099,2024-10-23,London,Gaming Console,2.0,1905.01,"88 Regent Ave, SW1A 2AA",3810.02,2024,October,10,Q4,23,43,3
J-01100,2024-08-29,Berlin,Wireless Earbuds,6.0,1679.51,"Alexanderplatz 5, 10178",10077.06,2024,August,8,Q3,29,35,0
J-01101,2024-12-26,London,Wireless Earbuds,2.0,1354.78,"88 Regent Ave, SW1A 2AA",2709.56,2024,December,12,Q4,26,52,3
J-01102,2024-03-03,Berlin,4K Camera,6.0,631.88,"Alexanderplatz 5, 10178",3791.28,2024,March,3,Q1,3,9,0
J-01106,2024-11-21,Sydney,Smart TV,6.0,2176.05,"City Centre, Pitt St Mall",13056.3,2024,November,11,Q4,21,47,5
J-01108,2024-10-07,Berlin,4K Camera,3.0,684.32,"Kurfurstendamm 22, 10719",2052.96,2024,October,10,Q4,7,41,0
J-01109,2024-04-16,Berlin,Smart Watch,2.0,1693.85,"Alexanderplatz 5, 10178",3387.7,2024,April,4,Q2,16,16,0
J-01111,2024-05-01,London,Gaming Laptop,5.0,1026.27,"12 Oxford St, W1D 1AB",5131.35,2024,May,5,Q2,1,18,3
J-01112,2024-11-15,Sydney,Wireless Earbuds,5.0,521.17,"88 George St, NSW 2000",2605.85,2024,November,11,Q4,15,46,5
J-01113,2024-10-17,Dubai,Smart Watch,7.0,1016.7,"Dubai Mall, Level 2, S12",7116.9,2024,October,10,Q4,17,42,1
J-01116,2024-09-01,Dubai,Wireless Earbuds,2.0,701.46,"Mall of Emirates, B1-45",1402.92,2024,September,9,Q3,1,35,1
J-01117,2024-02-11,Berlin,Wireless Earbuds,1.0,1100.9,"Alexanderplatz 5, 10178",1100.9,2024,February,2,Q1,11,6,0
J-01118,2024-02-24,Sydney,Gaming Laptop,4.0,316.52,"88 George St, NSW 2000",1266.08,2024,February,2,Q1,24,8,5
J-01120,2024-02-10,Tokyo,Gaming Console,7.0,1638.06,"1-1 Akihabara, Chiyoda",11466.42,2024,February,2,Q1,10,6,6
J-01122,2024-09-07,Kathmandu,Gaming Laptop,4.0,2048.55,"New Road, Kathmandu 44600",8194.2,2024,September,9,Q3,7,36,2
J-01123,2024-03-25,Berlin,Tablet Pro,2.0,2351.44,"Alexanderplatz 5, 10178",4702.88,2024,March,3,Q1,25,13,0
J-01124,2024-04-26,Kathmandu,Gaming Laptop,7.0,953.66,"New Road, Kathmandu 44600",6675.62,2024,April,4,Q2,26,17,2
J-01126,2024-08-26,New York,Gaming Laptop,6.0,2288.24,"350 5th Ave, NY 10118",13729.44,2024,August,8,Q3,26,35,4
J-01127,2024-08-06,Kathmandu,Wireless Earbuds,3.0,2270.47,"New Road, Kathmandu 44600",6811.41,2024,August,8,Q3,6,32,2
J-01129,2024-11-17,Sydney,4K Camera,3.0,813.79,"88 George St, NSW 2000",2441.37,2024,November,11,Q4,17,46,5
J-01130,2024-08-03,New York,Wireless Earbuds,7.0,565.6,"200 Broadway, NY 10007",3959.2,2024,August,8,Q3,3,31,4
J-01132,2024-12-20,Berlin,4K Camera,7.0,1816.04,"Alexanderplatz 5, 10178",12712.28,2024,December,12,Q4,20,51,0
J-01134,2024-11-04,London,Gaming Laptop,7.0,319.9,"12 Oxford St, W1D 1AB",2239.3,2024,November,11,Q4,4,45,3
J-01137,2024-05-12,New York,Gaming Laptop,4.0,1275.27,"350 5th Ave, NY 10118",5101.08,2024,May,5,Q2,12,19,4
J-01138,2024-05-26,Kathmandu,4K Camera,2.0,114.09,"Durbar Marg, KTM 44601",228.18,2024,May,5,Q2,26,21,2
J-01139,2024-07-06,Sydney,Wireless Earbuds,5.0,2381.91,"City Centre, Pitt St Mall",11909.55,2024,July,7,Q3,6,27,5
J-01140,2024-04-27,Sydney,Smart Watch,1.0,1601.55,"88 George St, NSW 2000",1601.55,2024,April,4,Q2,27,17,5
J-01142,2024-03-21,Dubai,Gaming Console,1.0,275.27,"Mall of Emirates, B1-45",275.27,2024,March,3,Q1,21,12,1
J-01143,2024-04-21,Tokyo,Gaming Console,7.0,143.24,"1-1 Akihabara, Chiyoda",1002.68,2024,April,4,Q2,21,16,6
J-01144,2024-11-21,London,4K Camera,1.0,2143.33,"88 Regent Ave, SW1A 2AA",2143.33,2024,November,11,Q4,21,47,3
J-01146,2024-10-26,Dubai,Gaming Laptop,2.0,503.3,"Mall of Emirates, B1-45",1006.6,2024,October,10,Q4,26,43,1
J-01147,2024-09-21,London,Wireless Earbuds,7.0,685.85,"12 Oxford St, W1D 1AB",4800.95,2024,September,9,Q3,21,38,3
J-01150,2024-08-13,London,Smart TV,3.0,1533.61,"88 Regent Ave, SW1A 2AA",4600.83,2024,August,8,Q3,13,33,3
J-01152,2024-04-25,New York,Gaming Console,7.0,2475.47,"200 Broadway, NY 10007",17328.29,2024,April,4,Q2,25,17,4
J-01155,2024-01-06,Tokyo,Wireless Earbuds,6.0,2223.19,"1-1 Akihabara, Chiyoda",13339.14,2024,January,1,Q1,6,1,6
J-01156,2024-03-07,Dubai,Gaming Laptop,2.0,2004.22,"Dubai Mall, Level 2, S12",4008.44,2024,March,3,Q1,7,10,1
J-01157,2024-05-12,Dubai,Smart Watch,1.0,2046.24,"Dubai Mall, Level 2, S12",2046.24,2024,May,5,Q2,12,19,1
J-01158,2024-12-07,Dubai,Gaming Console,5.0,2258.27,"Mall of Emirates, B1-45",11291.35,2024,December,12,Q4,7,49,1
J-01159,2024-10-27,Dubai,Gaming Console,2.0,132.41,"Dubai Mall, Level 2, S12",264.82,2024,October,10,Q4,27,43,1
J-01161,2024-02-07,Sydney,Wireless Earbuds,4.0,1957.19,"City Centre, Pitt St Mall",7828.76,2024,February,2,Q1,7,6,5
J-01162,2024-08-30,New York,Tablet Pro,1.0,1559.48,"200 Broadway, NY 10007",1559.48,2024,August,8,Q3,30,35,4
J-01163,2024-04-10,London,Smart TV,3.0,2286.69,"88 Regent Ave, SW1A 2AA",6860.07,2024,April,4,Q2,10,15,3
J-01164,2024-10-15,Sydney,4K Camera,1.0,1194.84,"City Centre, Pitt St Mall",1194.84,2024,October,10,Q4,15,42,5
J-01173,2024-10-18,Sydney,4K Camera,5.0,1198.79,"City Centre, Pitt St Mall",5993.95,2024,October,10,Q4,18,42,5
J-01176,2024-03-30,Sydney,Smart Watch,3.0,1432.82,"City Centre, Pitt St Mall",4298.46,2024,March,3,Q1,30,13,5
J-01177,2024-05-30,London,4K Camera,2.0,388.85,"12 Oxford St, W1D 1AB",777.7,2024,May,5,Q2,30,22,3
J-01179,2024-04-09,Kathmandu,Tablet Pro,4.0,825.2,"New Road, Kathmandu 44600",3300.8,2024,April,4,Q2,9,15,2
J-01181,2024-11-11,Kathmandu,Wireless Earbuds,3.0,2286.94,"Durbar Marg, KTM 44601",6860.82,2024,November,11,Q4,11,46,2
J-01182,2024-10-08,Kathmandu,4K Camera,1.0,1149.7,"Durbar Marg, KTM 44601",1149.7,2024,October,10,Q4,8,41,2
J-01184,2024-05-21,Tokyo,Wireless Earbuds,5.0,2227.56,"3-5 Shinjuku, Shinjuku-ku",11137.8,2024,May,5,Q2,21,21,6
J-01185,2024-06-06,Berlin,Wireless Earbuds,3.0,850.85,"Alexanderplatz 5, 10178",2552.55,2024,June,6,Q2,6,23,0
J-01186,2024-12-15,Berlin,Gaming Laptop,6.0,2282.53,"Alexanderplatz 5, 10178",13695.18,2024,December,12,Q4,15,50,0
J-01187,2024-07-27,New York,Gaming Console,3.0,508.47,"200 Broadway, NY 10007",1525.41,2024,July,7,Q3,27,30,4
J-01189,2024-08-28,London,Gaming Laptop,1.0,2331.32,"88 Regent Ave, SW1A 2AA",2331.32,2024,August,8,Q3,28,35,3
J-01191,2024-07-22,Dubai,Gaming Laptop,4.0,1550.76,"Dubai Mall, Level 2, S12",6203.04,2024,July,7,Q3,22,30,1
J-01192,2024-03-01,New York,Smart Watch,6.0,1833.6,"350 5th Ave, NY 10118",11001.6,2024,March,3,Q1,1,9,4
J-01193,2024-11-21,Sydney,Gaming Console,4.0,676.88,"88 George St, NSW 2000",2707.52,2024,November,11,Q4,21,47,5
J-01195,2024-10-04,Berlin,Wireless Earbuds,5.0,2486.61,"Kurfurstendamm 22, 10719",12433.05,2024,October,10,Q4,4,40,0
J-01198,2024-02-23,Dubai,4K Camera,2.0,107.19,"Mall of Emirates, B1-45",214.38,2024,February,2,Q1,23,8,1
J-01200,2024-08-06,Kathmandu,Smart TV,6.0,1754.19,"New Road, Kathmandu 44600",10525.14,2024,August,8,Q3,6,32,2
