LOG_ID,EVENT_DATE,CITY,STORE_ADDRESS,PRODUCT,UNITS_SOLD,UNIT_PRICE
C-01127,19/06/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,3,1915.1
C-01128,26/08/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,5,1629.41
C-01129,13/10/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,7,1951.71
C-01130,07/11/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,1,1731.15
C-01131,28/09/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,2,2878.14
C-01132,27/08/2024,New York,"200 Broadway, NY 10007",Smart Watch,2,2542.72
C-01133,23/04/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,6,1403.72
C-01134,04/05/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,1,1312.78
C-01135,07/07/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,7,2893.33
C-01136,29/06/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,6,2065.62
C-01137,30/07/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,7,559.73
C-01138,17/09/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,3,1826.98
C-01139,25/03/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,3,343.5
C-01140,03/01/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,,1936.62
C-01141,11/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,5,1773.89
C-01142,01/09/2024,New York,"350 5th Ave, NY 10118",Smart Watch,8,568.62
C-01143,30/07/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Console,6,557.76
C-01144,05/12/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,4,-273.31
C-01145,09/06/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,4,1245.77
C-01146,26/10/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,,860.51
C-01147,11/10/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,6,1833.29
C-01148,08/05/2024,Sydney,"City Centre, Pitt St Mall",Smart Watch,7,406.46
C-01149,14/12/2024,Sydney,"City Centre, Pitt St Mall",Tablet Pro,3,1735.63
C-01150,09/12/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,1,335.76
C-01151,07/11/2024,London,"12 Oxford St, W1D 1AB",Gaming Console,3,1209.61
C-01152,24/02/2024,Kathmandu,"New Road, Kathmandu 44600",Wireless Earbuds,3,749.11
C-01153,20/02/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,8,2396.76
C-01154,03/03/2024,New York,"350 5th Ave, NY 10118",Gaming Console,8,2711.49
C-01155,15/01/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,3,1803.51
C-01156,26/08/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,7,492.03
C-01157,05/12/2024,New York,"200 Broadway, NY 10007",4K Camera,8,1070.03
C-01158,24/12/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,9,1863.89
C-01159,18/01/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,2,2089.96
C-01160,04/08/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,2,11.85
C-01161,05/11/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,7,2439.79
C-01162,01/02/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,6,1889.12
C-01163,18/04/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,3,60.24
C-01164,22/10/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,4,-162.27
C-01165,03/09/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,9,493.5
C-01166,17/04/2024,New York,"200 Broadway, NY 10007",Smart Watch,3,2196.4
C-01167,10/09/2024,Sydney,"City Centre, Pitt St Mall",Tablet Pro,9,2041.36
C-01168,15/11/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,7,1652.72
C-01169,14/10/2024,New York,"200 Broadway, NY 10007",4K Camera,8,2660.87
C-01170,07/09/2024,London,"12 Oxford St, W1D 1AB",Smart Watch,5,1515.18
C-01171,05/01/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,3,1572.81
C-01172,14/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,8,164.29
C-01173,15/03/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,8,165.45
C-01174,21/12/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,1,1637.42
C-01175,07/07/2024,Kathmandu,"Durbar Marg, KTM 44601",4K Camera,1,1656.99
C-01176,10/07/2024,New York,"200 Broadway, NY 10007",Smart Watch,4,2171.16
C-01177,18/10/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Console,8,2015.28
C-01178,04/01/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,2,-110.06
C-01179,16/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,2,2318.87
C-01180,02/08/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,3,2902.74
C-01181,04/11/2024,Kathmandu,"New Road, Kathmandu 44600",Wireless Earbuds,5,939.68
C-01182,14/05/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,MISSING,1217.4
C-01183,20/03/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,6,1885.18
C-01184,05/02/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,6,2211.78
C-01185,18/02/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,6,2169.73
C-01186,25/05/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,4,2962.43
C-01187,20/10/2024,London,"12 Oxford St, W1D 1AB",Gaming Console,6,1833.32
C-01188,15/11/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,1,1319.65
C-01189,17/08/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,4,2563.6
C-01190,18/05/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,3,2087.48
C-01191,21/04/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,7,2316.63
C-01192,04/11/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,3,1865.43
C-01193,18/05/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,1,2248.89
C-01194,12/01/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,8,978.2
C-01195,18/10/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,4,2818.98
C-01196,25/12/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,1,609.57
C-01197,08/07/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,7,2938.04
C-01198,25/07/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,6,98.05
C-01199,03/10/2024,Sydney,"88 George St, NSW 2000",4K Camera,7,32.42
C-01200,10/06/2024,New York,"350 5th Ave, NY 10118",Gaming Console,,1369.76
C-01201,20/04/2024,London,"12 Oxford St, W1D 1AB",4K Camera,5,2044.95
C-01202,23/06/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,3,1946.73
C-01203,14/08/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,4,1426.76
C-01204,19/12/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,9,1919.79
C-01205,26/06/2024,Sydney,"88 George St, NSW 2000",4K Camera,4,1645.8
C-01206,15/01/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,3,37.91
C-01207,02/03/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,2,995.26
C-01208,29/01/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,9,552.98
C-01209,21/01/2024,Sydney,"City Centre, Pitt St Mall",Tablet Pro,6,1922.21
C-01210,15/11/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,9,1944.55
C-01211,11/12/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,1,14.24
C-01212,14/10/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,4,628.08
C-01213,25/01/2024,New York,"350 5th Ave, NY 10118",Smart Watch,9,624.36
C-01214,16/01/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,8,1679.39
C-01215,07/12/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,6,387.42
C-01216,30/11/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,QTY_ERR,117.28
C-01217,12/05/2024,Sydney,"88 George St, NSW 2000",4K Camera,9,2807.89
C-01218,11/01/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,9,526.73
C-01219,29/09/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,6,1097.95
C-01220,08/02/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,9,1290.4
C-01221,28/07/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,4,439.01
C-01222,22/08/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,3,1700.0
C-01223,10/07/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,6,2424.18
C-01224,01/01/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,9,848.32
C-01225,20/07/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,5,2053.59
C-01226,19/06/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,7,2126.69
C-01227,07/04/2024,Sydney,"City Centre, Pitt St Mall",Smart Watch,9,25.63
C-01228,18/10/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,7,286.1
C-01229,06/07/2024,New York,"200 Broadway, NY 10007",Smart TV,5,1399.04
C-01230,20/10/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,2,753.58
C-01231,22/06/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,6,2573.92
C-01232,12/11/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,5,1971.27
C-01233,24/03/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,7,2376.49
C-01234,17/11/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,2,2600.98
C-01235,14/04/2024,Sydney,"City Centre, Pitt St Mall",Smart Watch,8,269.63
C-01236,21/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,1,2564.16
C-01237,02/12/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,MISSING,-19.95
C-01238,16/03/2024,Kathmandu,"New Road, Kathmandu 44600",Smart Watch,MISSING,1439.88
C-01239,14/04/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,3,2863.93
C-01240,19/03/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,7,1618.49
C-01241,28/05/2024,New York,"200 Broadway, NY 10007",4K Camera,MISSING,188.01
C-01242,29/05/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,6,2219.5
C-01243,07/04/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,8,1740.31
C-01244,20/10/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,5,-242.23
C-01245,15/07/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,4,2904.12
C-01246,06/03/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,4,-86.54
C-01247,20/01/2024,New York,"350 5th Ave, NY 10118",4K Camera,9,2258.02
C-01248,15/03/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,3,388.01
C-01249,12/06/2024,London,"12 Oxford St, W1D 1AB",Gaming Console,3,1750.56
C-01250,20/09/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,2,2077.95
C-01251,20/10/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,1,1557.5
C-01252,27/01/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,8,2407.32
C-01253,21/05/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,1,2914.3
C-01254,16/11/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,3,1521.38
C-01255,14/02/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,5,2735.99
C-01256,14/07/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,9,2873.1
C-01257,06/08/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,6,539.97
C-01258,03/04/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,7,1424.18
C-01259,04/07/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,6,2841.63
C-01260,10/09/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,1,982.23
C-01261,15/07/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,1,1473.63
C-01262,27/01/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,1,2915.24
C-01263,14/11/2024,New York,"350 5th Ave, NY 10118",4K Camera,9,1779.67
C-01264,07/01/2024,New York,"200 Broadway, NY 10007",4K Camera,MISSING,356.46
C-01265,28/10/2024,London,"12 Oxford St, W1D 1AB",Gaming Console,1,1351.05
C-01266,11/10/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,9,2225.46
C-01267,12/05/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,1,513.33
C-01268,16/12/2024,London,"12 Oxford St, W1D 1AB",Gaming Console,1,2550.42
C-01269,04/08/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,8,2605.04
C-01270,26/06/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,4,841.16
C-01271,03/09/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,7,42.65
C-01272,17/06/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,3,-44.11
C-01273,07/10/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,1,1690.73
C-01274,07/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,9,2649.94
C-01275,01/07/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,2,2828.23
C-01276,15/09/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,4,2587.12
C-01277,29/09/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,9,83.22
C-01278,09/03/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,3,1819.05
C-01279,18/06/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,MISSING,591.74
C-01280,14/03/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,3,1430.24
C-01281,18/03/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,8,2466.59
C-01282,10/01/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Console,5,1988.88
C-01283,04/02/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,4,634.33
C-01284,29/11/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,5,1238.43
C-01285,07/09/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,2,37.47
C-01286,07/01/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,4,2079.76
C-01287,07/11/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,,-117.86
C-01288,05/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,9,705.8
C-01289,11/05/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,9,495.84
C-01290,06/02/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,9,1929.36
C-01291,07/07/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,1,-221.68
C-01292,26/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,3,1682.52
C-01293,20/04/2024,New York,"200 Broadway, NY 10007",Gaming Console,4,547.23
C-01294,05/12/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,QTY_ERR,394.71
C-01295,01/02/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,7,1422.67
C-01296,24/09/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,7,2992.8
C-01297,05/04/2024,New York,"350 5th Ave, NY 10118",4K Camera,3,2694.15
C-01298,08/08/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,2,1151.4
C-01299,31/10/2024,London,"12 Oxford St, W1D 1AB",4K Camera,9,617.52
C-01300,26/09/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,4,1898.06
C-01301,03/08/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,7,2725.8
C-01302,03/03/2024,New York,"200 Broadway, NY 10007",4K Camera,7,2246.07
C-01303,23/05/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,4,193.39
C-01304,05/07/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,9,362.38
C-01305,13/11/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,6,596.19
C-01306,08/02/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,3,238.19
C-01307,17/07/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,5,1849.16
C-01308,29/01/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,9,79.2
C-01309,26/09/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,1,1803.59
C-01310,19/11/2024,New York,"350 5th Ave, NY 10118",Smart Watch,4,205.46
C-01311,10/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,7,1592.19
C-01312,14/01/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,9,340.38
C-01313,12/11/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,3,522.12
C-01314,06/12/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,6,-57.3
C-01315,04/12/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,6,2332.15
C-01316,26/01/2024,Sydney,"88 George St, NSW 2000",4K Camera,1,731.94
C-01317,25/10/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,1,2162.68
C-01318,24/01/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,8,1948.99
C-01319,30/05/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,4,52.01
C-01320,12/07/2024,Sydney,"City Centre, Pitt St Mall",Smart Watch,,1670.2
C-01321,23/10/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,6,-177.08
C-01322,02/12/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,7,1073.55
C-01323,09/07/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,1,20.63
C-01324,14/12/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,3,1689.01
C-01325,01/06/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,5,2621.35
C-01326,02/12/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,3,1158.52
C-01327,08/03/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,9,2347.79
C-01328,20/03/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,5,1139.16
C-01329,03/02/2024,Kathmandu,"New Road, Kathmandu 44600",Smart Watch,9,1342.69
C-01330,21/05/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,3,756.41
C-01331,19/06/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,9,2669.31
C-01332,29/12/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,7,1414.88
C-01333,02/05/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,2,2119.6
C-01334,16/07/2024,London,"12 Oxford St, W1D 1AB",Smart Watch,7,349.34
C-01335,01/06/2024,London,"12 Oxford St, W1D 1AB",Smart TV,1,350.2
C-01336,16/12/2024,Dubai,"Mall of Emirates, B1-45",4K Camera,6,250.13
C-01337,12/06/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,6,2468.64
C-01338,11/04/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,4,816.48
C-01339,13/05/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,5,110.75
C-01340,11/04/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,QTY_ERR,2697.18
C-01341,24/01/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,6,71.76
C-01342,26/01/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,2,170.1
C-01343,25/04/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,4,1068.58
C-01344,25/04/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,3,2831.53
C-01345,25/02/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,9,637.39
C-01346,28/05/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,8,458.67
C-01347,08/04/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,9,2309.24
C-01348,05/09/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,8,712.35
C-01349,06/07/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,1,-110.08
C-01350,07/03/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,4,2059.54
C-01351,15/10/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,9,1332.44
C-01352,05/04/2024,Berlin,"Kurfurstendamm 22, 10719",4K Camera,8,701.58
C-01353,10/12/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,5,2910.56
C-01354,04/04/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,7,862.81
C-01355,08/07/2024,Sydney,"88 George St, NSW 2000",Smart Watch,5,1513.26
C-01356,27/04/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,6,1681.53
C-01357,23/03/2024,New York,"350 5th Ave, NY 10118",4K Camera,4,2490.32
C-01358,09/02/2024,New York,"200 Broadway, NY 10007",4K Camera,8,2183.45
C-01359,05/02/2024,Sydney,"88 George St, NSW 2000",Gaming Laptop,3,862.37
C-01360,06/07/2024,Sydney,"88 George St, NSW 2000",Gaming Console,9,416.02
C-01361,22/10/2024,New York,"200 Broadway, NY 10007",Tablet Pro,3,1232.49
C-01362,12/09/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,7,2222.7
C-01363,12/04/2024,New York,"350 5th Ave, NY 10118",Wireless Earbuds,9,310.31
C-01364,28/10/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,2,1847.95
C-01365,04/02/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,8,161.24
C-01366,26/08/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,9,146.09
C-01367,03/11/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,8,940.96
C-01368,01/06/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,9,1966.29
C-01369,26/07/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,7,779.24
C-01370,12/06/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,QTY_ERR,105.6
C-01371,26/05/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,4,998.45
C-01372,02/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,1,748.39
C-01373,08/03/2024,New York,"350 5th Ave, NY 10118",Smart Watch,1,228.48
C-01374,09/01/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,3,2335.96
C-01375,01/06/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,3,1375.6
C-01376,12/06/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,1,81.2
C-01377,01/06/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,9,-80.81
C-01378,06/09/2024,Sydney,"88 George St, NSW 2000",4K Camera,1,947.22
C-01379,25/05/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,6,2029.2
C-01380,29/06/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,9,2304.02
C-01381,03/06/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,,205.48
C-01382,09/05/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,6,379.74
C-01383,08/06/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,3,501.54
C-01384,30/04/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,9,2106.7
C-01385,12/09/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,2,319.92
C-01386,03/07/2024,New York,"200 Broadway, NY 10007",Smart TV,5,758.19
C-01387,22/11/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,2,316.19
C-01388,26/10/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,9,981.98
C-01389,14/06/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,6,923.11
C-01390,05/12/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,4,-88.8
C-01391,27/03/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,5,481.15
C-01392,21/07/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,QTY_ERR,-201.04
C-01393,21/05/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,3,-237.68
C-01394,05/06/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,2,809.69
C-01395,22/07/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,9,2118.2
C-01396,30/08/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,4,192.9
C-01397,28/10/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,4,-13.29
C-01398,08/08/2024,Sydney,"88 George St, NSW 2000",Smart Watch,5,1425.51
C-01399,01/01/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,9,1227.49
C-01400,27/09/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,3,1515.8
C-01401,08/02/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,8,856.84
C-01402,09/07/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,1,1378.6
C-01403,22/05/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,5,345.37
C-01404,23/07/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,3,2959.46
C-01405,04/03/2024,New York,"350 5th Ave, NY 10118",Smart TV,6,1194.73
C-01406,21/09/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,1,2972.96
C-01407,20/01/2024,Berlin,"Kurfurstendamm 22, 10719",4K Camera,5,1197.87
C-01408,19/07/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,6,1805.42
C-01409,04/05/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,3,2467.48
C-01410,02/10/2024,New York,"200 Broadway, NY 10007",Smart TV,3,621.48
C-01411,29/04/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,,2289.14
C-01412,07/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Console,9,1724.03
C-01413,03/02/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,9,2756.73
C-01414,02/06/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,2,2865.94
C-01415,19/11/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,7,2322.83
C-01416,21/01/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,1,1722.85
C-01417,14/02/2024,New York,"200 Broadway, NY 10007",Smart TV,8,1763.23
C-01418,02/06/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,8,725.87
C-01419,08/08/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,6,1818.74
C-01420,06/10/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,3,2392.44
C-01421,21/03/2024,New York,"350 5th Ave, NY 10118",Gaming Console,6,152.56
